Date,Open,High,Low,Close,Volume,"('Adj Close', 'UAVS')","('Close', 'UAVS')","('High', 'UAVS')","('Low', 'UAVS')","('Open', 'UAVS')","('Volume', 'UAVS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-06-25 20:00:00-04:00,25.5,25.5,24.5,25.0,2068.0,,,,,,,,,,
2024-06-26 20:00:00-04:00,25.5,25.5,23.0,24.5,5716.0,,,,,,,,,,
2024-06-27 20:00:00-04:00,24.5,25.5,24.5,25.0,2984.0,,,,,,,,,,
2024-06-30 20:00:00-04:00,25.5,26.0,24.0,24.5,3436.0,,,,,,,,,,
2024-07-01 20:00:00-04:00,25.0,25.0,23.0,23.0,4544.0,,,,,,,,,,
2024-07-02 20:00:00-04:00,22.5,24.0,22.5,23.0,4946.0,,,,,,,,,,
2024-07-04 20:00:00-04:00,24.0,24.0,21.5,22.5,5198.0,,,,,,,,,,
2024-07-07 20:00:00-04:00,23.0,23.0,21.5,22.0,4450.0,,,,,,,,,,
2024-07-08 20:00:00-04:00,21.5,23.0,20.5,21.0,8658.0,,,,,,,,,,
2024-07-09 20:00:00-04:00,21.0,21.5,20.0,21.0,7288.0,,,,,,,,,,
2024-07-10 20:00:00-04:00,21.0,22.0,20.5,22.0,5656.0,,,,,,,,,,
2024-07-11 20:00:00-04:00,23.0,24.5,21.5,24.0,9990.0,,,,,,,,,,
2024-07-14 20:00:00-04:00,25.5,25.5,21.5,23.0,13138.0,,,,,,,,,,
2024-07-15 20:00:00-04:00,24.5,24.5,22.5,24.0,14264.0,,,,,,,,,,
2024-07-16 20:00:00-04:00,25.0,25.0,22.5,23.5,12662.0,,,,,,,,,,
2024-07-17 20:00:00-04:00,23.5,24.0,21.0,21.5,11130.0,,,,,,,,,,
2024-07-18 20:00:00-04:00,21.5,21.5,20.0,21.0,4998.0,,,,,,,,,,
2024-07-21 20:00:00-04:00,21.5,24.0,20.5,23.0,11388.0,,,,,,,,,,
2024-07-22 20:00:00-04:00,24.0,24.0,22.0,22.5,4178.0,,,,,,,,,,
2024-07-23 20:00:00-04:00,22.0,29.5,21.5,22.0,9468.0,,,,,,,,,,
2024-07-24 20:00:00-04:00,22.0,24.5,22.0,23.5,6286.0,,,,,,,,,,
2024-07-25 20:00:00-04:00,23.5,24.0,21.5,22.5,5664.0,,,,,,,,,,
2024-07-28 20:00:00-04:00,22.5,22.5,21.0,21.5,3386.0,,,,,,,,,,
2024-07-29 20:00:00-04:00,21.5,22.0,20.5,20.5,3820.0,,,,,,,,,,
2024-07-30 20:00:00-04:00,21.0,22.0,20.5,22.0,6844.0,,,,,,,,,,
2024-07-31 20:00:00-04:00,22.0,22.0,20.5,21.0,4518.0,,,,,,,,,,
2024-08-01 20:00:00-04:00,20.5,21.5,19.0,21.0,8308.0,,,,,,,,,,
2024-08-04 20:00:00-04:00,18.0,20.5,18.0,20.0,4910.0,,,,,,,,,,
2024-08-05 20:00:00-04:00,19.5,20.0,19.5,19.5,4810.0,,,,,,,,,,
2024-08-06 20:00:00-04:00,20.0,20.0,18.0,18.5,3998.0,,,,,,,,,,
2024-08-07 20:00:00-04:00,18.5,19.5,18.0,18.5,2502.0,,,,,,,,,,
2024-08-08 20:00:00-04:00,19.5,19.5,17.5,18.0,4054.0,,,,,,,,,,
2024-08-11 20:00:00-04:00,19.0,19.0,17.5,19.0,9148.0,,,,,,,,,,
2024-08-12 20:00:00-04:00,19.0,20.5,18.5,20.0,5622.0,,,,,,,,,,
2024-08-13 20:00:00-04:00,20.5,20.5,18.5,19.0,4044.0,,,,,,,,,,
2024-08-14 20:00:00-04:00,19.5,19.5,18.5,19.0,2972.0,,,,,,,,,,
2024-08-15 20:00:00-04:00,19.5,19.5,19.0,19.5,1648.0,,,,,,,,,,
2024-08-18 20:00:00-04:00,20.0,20.5,19.5,20.5,5894.0,,,,,,,,,,
2024-08-19 20:00:00-04:00,20.0,20.5,19.5,19.5,7848.0,,,,,,,,,,
2024-08-20 20:00:00-04:00,20.5,21.0,19.0,20.5,7288.0,,,,,,,,,,
2024-08-21 20:00:00-04:00,20.0,22.0,20.0,21.5,11568.0,,,,,,,,,,
2024-08-22 20:00:00-04:00,21.5,26.0,20.5,24.0,17526.0,,,,,,,,,,
2024-08-25 20:00:00-04:00,25.0,25.0,21.0,21.5,15116.0,,,,,,,,,,
2024-08-26 20:00:00-04:00,21.5,22.0,20.0,20.0,9484.0,,,,,,,,,,
2024-08-27 20:00:00-04:00,19.5,19.5,18.5,18.5,7424.0,,,,,,,,,,
2024-08-28 20:00:00-04:00,20.0,20.0,19.0,19.0,5626.0,,,,,,,,,,
2024-08-29 20:00:00-04:00,20.0,20.0,19.0,19.5,4908.0,,,,,,,,,,
2024-09-02 20:00:00-04:00,20.0,20.0,16.0,16.0,24436.0,,,,,,,,,,
2024-09-03 20:00:00-04:00,16.0,16.0,14.0,14.5,18580.0,,,,,,,,,,
2024-09-04 20:00:00-04:00,14.5,15.0,14.5,15.0,10866.0,,,,,,,,,,
2024-09-05 20:00:00-04:00,15.5,15.5,14.0,14.0,5796.0,,,,,,,,,,
2024-09-08 20:00:00-04:00,15.0,15.0,13.5,13.5,5184.0,,,,,,,,,,
2024-09-09 20:00:00-04:00,14.0,15.0,13.0,13.0,11608.0,,,,,,,,,,
2024-09-10 20:00:00-04:00,13.5,13.5,13.0,13.5,6090.0,,,,,,,,,,
2024-09-11 20:00:00-04:00,13.5,15.5,13.0,14.5,17510.0,,,,,,,,,,
2024-09-12 20:00:00-04:00,15.0,15.0,14.5,15.0,7698.0,,,,,,,,,,
2024-09-15 20:00:00-04:00,15.0,16.5,14.5,15.0,21974.0,,,,,,,,,,
2024-09-16 20:00:00-04:00,15.0,15.0,14.0,14.5,8200.0,,,,,,,,,,
2024-09-17 20:00:00-04:00,14.5,14.5,14.0,14.0,8254.0,,,,,,,,,,
2024-09-18 20:00:00-04:00,15.0,15.0,13.0,13.0,15090.0,,,,,,,,,,
2024-09-19 20:00:00-04:00,14.0,14.5,13.5,14.0,14190.0,,,,,,,,,,
2024-09-22 20:00:00-04:00,14.0,14.5,14.0,14.0,10466.0,,,,,,,,,,
2024-09-23 20:00:00-04:00,14.0,14.0,13.0,13.0,12650.0,,,,,,,,,,
2024-09-24 20:00:00-04:00,14.0,14.0,13.0,13.5,7166.0,,,,,,,,,,
2024-09-25 20:00:00-04:00,13.5,13.5,12.0,12.0,30354.0,,,,,,,,,,
2024-09-26 20:00:00-04:00,12.0,13.5,12.0,13.5,17496.0,,,,,,,,,,
2024-09-29 20:00:00-04:00,13.5,13.5,4.0,4.5,666704.0,,,,,,,,,,
2024-09-30 20:00:00-04:00,10.0,10.5,7.0,8.0,4048646.0,,,,,,,,,,
2024-10-01 20:00:00-04:00,7.0,7.5,6.5,6.5,227230.0,,,,,,,,,,
2024-10-02 20:00:00-04:00,6.5,7.0,6.0,6.0,162224.0,,,,,,,,,,
2024-10-03 20:00:00-04:00,5.5,5.5,4.5,5.0,162762.0,,,,,,,,,,
2024-10-06 20:00:00-04:00,5.0,5.0,5.0,5.0,0.0,,,,,,,,,,
2024-10-07 20:00:00-04:00,5.0,5.0,5.0,5.0,0.0,,,,,,,,,,
2024-10-08 20:00:00-04:00,5.0,5.0,5.0,5.0,0.0,,,,,,,,,,
2024-10-09 20:00:00-04:00,5.0,5.0,5.0,5.0,0.0,,,,,,,,,,
2024-10-10 20:00:00-04:00,5.0,5.0,5.0,5.0,0.0,,,,,,,,,,
2024-10-13 20:00:00-04:00,5.0,5.0,5.0,5.0,0.0,,,,,,,,,,
2024-10-14 20:00:00-04:00,2.799999952316284,2.990000009536743,2.25,2.690000057220459,2001300.0,,,,,,,,,,
2024-10-15 20:00:00-04:00,2.5999999046325684,2.6700000762939453,2.309999942779541,2.509999990463257,846700.0,,,,,,,,,,
2024-10-16 20:00:00-04:00,2.509999990463257,2.559999942779541,2.140000104904175,2.25,705500.0,,,,,,,,,,
2024-10-17 20:00:00-04:00,2.299999952316284,2.549999952316284,2.140000104904175,2.2799999713897705,721500.0,,,,,,,,,,
2024-10-20 20:00:00-04:00,2.380000114440918,2.450000047683716,1.5499999523162842,1.7999999523162842,1945400.0,,,,,,,,,,
2024-10-21 20:00:00-04:00,1.7899999618530271,1.830000042915344,1.6100000143051147,1.6799999475479126,1260700.0,,,,,,,,,,
2024-10-22 20:00:00-04:00,1.7300000190734863,3.9700000286102295,1.7200000286102295,2.220000028610229,75025800.0,,,,,,,,,,
2024-10-23 20:00:00-04:00,2.059999942779541,2.150000095367432,1.5399999618530271,1.7200000286102295,3525000.0,,,,,,,,,,
2024-10-24 20:00:00-04:00,2.039999961853028,3.059999942779541,1.899999976158142,2.25,51736300.0,,,,,,,,,,
2024-10-27 20:00:00-04:00,2.0199999809265137,3.0799999237060547,1.9600000381469729,2.690000057220459,8572200.0,,,,,,,,,,
2024-10-28 20:00:00-04:00,2.6700000762939453,3.650000095367432,2.549999952316284,2.869999885559082,13734200.0,,,,,,,,,,
2024-10-29 20:00:00-04:00,2.890000104904175,3.200000047683716,2.5999999046325684,2.720000028610229,2297700.0,,,,,,,,,,
2024-10-30 20:00:00-04:00,2.869999885559082,2.890000104904175,2.509999990463257,2.6600000858306885,1092900.0,,,,,,,,,,
2024-10-31 20:00:00-04:00,2.789999961853028,2.789999961853028,2.5299999713897705,2.5799999237060547,597300.0,,,,,,,,,,
2024-11-03 19:00:00-05:00,2.3399999141693115,2.470000028610229,2.259999990463257,2.259999990463257,697800.0,,,,,,,,,,
2024-11-04 19:00:00-05:00,2.200000047683716,2.5,2.150000095367432,2.309999942779541,656300.0,,,,,,,,,,
2024-11-05 19:00:00-05:00,2.369999885559082,2.4600000381469727,2.1700000762939453,2.369999885559082,465500.0,,,,,,,,,,
2024-11-06 19:00:00-05:00,2.4600000381469727,2.5799999237060547,2.220000028610229,2.25,445100.0,,,,,,,,,,
2024-11-07 19:00:00-05:00,2.1600000858306885,2.2300000190734863,1.7999999523162842,2.009999990463257,968000.0,,,,,,,,,,
2024-11-10 19:00:00-05:00,2.0999999046325684,2.0999999046325684,1.8600000143051147,1.899999976158142,374900.0,,,,,,,,,,
2024-11-11 19:00:00-05:00,1.899999976158142,1.940000057220459,1.7000000476837158,1.8200000524520876,450400.0,,,,,,,,,,
2024-11-12 19:00:00-05:00,1.8200000524520876,1.8600000143051147,1.5700000524520874,1.6100000143051147,723600.0,,,,,,,,,,
2024-11-13 19:00:00-05:00,3.0299999713897705,4.880000114440918,2.759999990463257,3.5799999237060547,167330000.0,,,,,,,,,,
2024-11-14 19:00:00-05:00,3.0999999046325684,3.4800000190734863,2.630000114440918,2.900000095367432,4653300.0,,,,,,,,,,
2024-11-17 19:00:00-05:00,4.690000057220459,5.21999979019165,3.619999885559082,3.890000104904175,69671400.0,,,,,,,,,,
2024-11-18 19:00:00-05:00,4.059999942779541,4.5,3.7699999809265137,4.0,8345500.0,,,,,,,,,,
2024-11-19 19:00:00-05:00,3.7200000286102295,3.880000114440918,3.440000057220459,3.640000104904175,1772400.0,,,,,,,,,,
2024-11-20 19:00:00-05:00,3.509999990463257,3.539999961853028,3.109999895095825,3.200000047683716,1506700.0,,,,,,,,,,
2024-11-21 19:00:00-05:00,3.2699999809265137,3.670000076293945,3.150000095367432,3.490000009536743,1232400.0,,,,,,,,,,
2024-11-24 19:00:00-05:00,3.5799999237060547,6.230000019073486,3.5799999237060547,5.96999979019165,15396000.0,,,,,,,,,,
2024-11-25 19:00:00-05:00,6.929999828338623,8.0,5.25,5.389999866485596,17406600.0,,,,,,,,,,
2024-11-26 19:00:00-05:00,5.550000190734863,6.340000152587891,5.150000095367432,6.119999885559082,3744400.0,,,,,,,,,,
2024-11-28 19:00:00-05:00,6.130000114440918,9.729999542236328,6.130000114440918,8.699999809265137,10595900.0,,,,,,,,,,
2024-12-01 19:00:00-05:00,9.770000457763672,10.399999618530272,7.760000228881836,8.9399995803833,5830900.0,,,,,,,,,,
2024-12-02 19:00:00-05:00,8.329999923706055,8.600000381469727,7.0,7.550000190734863,2235200.0,,,,,,,,,,
2024-12-03 19:00:00-05:00,7.570000171661377,8.390000343322754,7.010000228881836,7.360000133514404,1529800.0,,,,,,,,,,
2024-12-04 19:00:00-05:00,7.0,7.210000038146973,6.25,6.699999809265137,1466700.0,,,,,,,,,,
2024-12-05 19:00:00-05:00,6.429999828338623,6.550000190734863,5.25,5.849999904632568,1836300.0,,,,,,,,,,
2024-12-08 19:00:00-05:00,6.03000020980835,6.71999979019165,5.800000190734863,6.340000152587891,1394100.0,,,,,,,,,,
2024-12-09 19:00:00-05:00,6.349999904632568,6.5,5.579999923706055,6.070000171661377,757300.0,,,,,,,,,,
2024-12-10 19:00:00-05:00,5.760000228881836,5.860000133514404,5.110000133514404,5.349999904632568,1203200.0,,,,,,,,,,
2024-12-11 19:00:00-05:00,5.28000020980835,5.829999923706055,5.110000133514404,5.329999923706055,797800.0,,,,,,,,,,
2024-12-12 19:00:00-05:00,5.110000133514404,5.300000190734863,4.519999980926514,5.190000057220459,1106200.0,,,,,,,,,,
2024-12-15 19:00:00-05:00,5.349999904632568,7.0,5.210000038146973,6.820000171661377,3589000.0,,,,,,,,,,
2024-12-16 19:00:00-05:00,6.389999866485596,6.699999809265137,5.5,5.650000095367432,1338200.0,,,,,,,,,,
2024-12-17 19:00:00-05:00,5.889999866485596,5.920000076293945,4.820000171661377,4.989999771118164,917700.0,,,,,,,,,,
2024-12-18 19:00:00-05:00,5.53000020980835,5.559999942779541,3.7699999809265137,3.900000095367432,2313100.0,,,,,,,,,,
2024-12-19 19:00:00-05:00,4.050000190734863,4.380000114440918,3.0,3.4800000190734863,3791100.0,,,,,,,,,,
2024-12-22 19:00:00-05:00,3.430000066757202,3.440000057220459,3.049999952316284,3.1600000858306885,2444000.0,,,,,,,,,,
2024-12-23 19:00:00-05:00,3.220000028610229,3.3499999046325684,3.069999933242798,3.289999961853028,965200.0,,,,,,,,,,
2024-12-25 19:00:00-05:00,3.4200000762939453,4.03000020980835,3.3299999237060547,3.900000095367432,3526100.0,,,,,,,,,,
2024-12-26 19:00:00-05:00,4.150000095367432,4.28000020980835,3.450000047683716,3.5,2993100.0,,,,,,,,,,
2024-12-27 00:00:00+00:00,,,,,,3.5,3.5,4.279399871826172,3.450000047683716,4.150000095367432,2988503.0,,,,
